"","SpeciesSSet","Freq","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029"
"1007","11",53,1,NA,NA,NA,NA,NA,NA,NA,-0.00759246985758555,-0.0215916910957579,-0.0379492789205538,-0.0415447862368581,-0.0295195115084896,-0.0116908530851132,0.00262794281930567,0.0126026791079912,0.0208346813348796,0.0261916078470836,0.025487689868154,0.019400429712108,0.0121837471225206,0.00645886398894802,0.00270048004019396,0.00359418331264805,0.0129237534294193,0.0271803271618309,0.0333926278123282,0.0214546940208575,-0.00270023976121392,-0.021799145270726,-0.0255253186752169,-0.0191735743702566,-0.0127709323417857,-0.00732292775745069,0.00328879305528162,0.0194978189938775,0.0308765425697273,0.0248918266356635,-0.00126245289525007,-0.0370161436112852,-0.0642514628060586,-0.0683667765729916,-0.0485810729669414,-0.0191863249228561,0.00210226493401988,0.00876963570760902,0.00738688533657927,0.00611705997926482,0.00634832347142011,0.00707566047061059,0.0107213108280837,0.0178946389910415,0.0198253098250374,0.00522768250037942,-0.0231648054373503,-0.0456465708894849,-0.043769752252506,-0.0187418052684492,0.0111160053538415,0.0284788414592798
"1008","12",53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012258614432985,0.00122586144354786,0.00122586144392556,0.00122586144422487,0.00122586144431236,0.00122586144420267,0.00122586144397796,0.00122586144369863,0.00122586144337911,0.00122586144304182,0.00122586144274406,0.00122586144254577,0.00122586144246162
"1009","13",53,1,NA,NA,NA,NA,NA,NA,NA,-0.0549749679164815,-0.0555736661432815,-0.0564234287444947,-0.0565749506683497,-0.0550856431258793,-0.0518478260114998,-0.0473885341398759,-0.0417001462727629,-0.0338606164779511,-0.0234223141473895,-0.0118651103655896,-0.00183481175905986,0.0052326747985918,0.0101092439345263,0.0141156230706263,0.0170716295442284,0.0175197616627683,0.0147198252932561,0.00973443779978189,0.00448205132965485,0.000275540080119763,-0.00251255653467353,-0.00389895396962658,-0.00397906854250385,-0.00311832520031485,-0.00213503087122491,-0.00222809626652154,-0.00468286580116972,-0.0101791787143861,-0.0177961863695726,-0.0247288786194573,-0.0276797114680902,-0.0251300962201735,-0.0183091171671355,-0.00986747025588341,-0.00181442897483075,0.0051081036158962,0.0104951721343129,0.0135433349297875,0.013591400639366,0.0110754841431582,0.00753708747677972,0.00460669331478236,0.00297458724709965,0.00209478919600858,0.000609790791854525,-0.00278906243209609,-0.0084168934516462,-0.015179142579909,-0.0211918027073903,-0.0250514171383553,-0.0266342270431499
"101","14",53,1,NA,NA,NA,NA,NA,NA,NA,0.0788844361928225,0.0465828668841677,-0.00406624283069634,-0.0488954649195963,-0.0746541045030666,-0.0829953517649682,-0.0766198382311234,-0.0518176731510114,-0.00822834556654817,0.0397888819783754,0.0691850414711863,0.0674114044006759,0.0427372076925963,0.0145237516983971,-0.00401770769682575,-0.0122254880044483,-0.0153349874574469,-0.0168119614079312,-0.0176972822372456,-0.0191801013202784,-0.0223030797225172,-0.0255970980900684,-0.0250826295965516,-0.0173510227876594,-0.00261972123486998,0.014448990296511,0.0261122643150149,0.024690575839857,0.00694173702845413,-0.0223602351582795,-0.0504863773126307,-0.0618704366091789,-0.0469552358866614,-0.0101978078310778,0.0297609544682491,0.0516965535661598,0.0483645135309048,0.0324803900328257,0.0238839753958147,0.0296320411471065,0.0380778733036753,0.0327969343711076,0.010126682695385,-0.0176256596972377,-0.0330034625371232,-0.0252749225204079,0.00417400333415063,0.0418328318871715,0.0677592909115141,0.0686709711163977,0.0503220552029306,0.0334094030879915
"1010","15",53,1,NA,NA,NA,NA,NA,NA,NA,-0.0522407775379958,-0.0587175011448768,-0.0675285825589311,-0.0726087734047431,-0.071517402880712,-0.0659690285921901,-0.0580631194006267,-0.0482425343299853,-0.0366016374785956,-0.0238875934096886,-0.0102162595982828,0.00558590686423122,0.0236057732463696,0.0403709147976087,0.0505290385722641,0.0513492932383219,0.0444847843682818,0.0332327301003887,0.0197673594348271,0.00605010843746645,-0.00424269331212912,-0.00723656494100333,-0.00257896851676764,0.00604098078936466,0.0147055689873223,0.0221182280753067,0.0275753269826315,0.0275933435296889,0.0172214613662702,-0.00426321894655324,-0.0299582989487974,-0.0487838424774185,-0.0528413779419175,-0.0421669986115352,-0.0236167981478512,-0.00576054815003224,0.00610846393949904,0.0117059927355312,0.0137235131326221,0.0144250133346775,0.0142337324154733,0.0131352455014329,0.0121886210437543,0.0125340951384258,0.0131241311277512,0.0105896228959972,0.00195881111760943,-0.0127474330123885,-0.0305739366846258,-0.04749185726512,-0.0599805934434752,-0.0661149492072601
"1011","16",53,1,NA,NA,NA,NA,NA,NA,NA,-0.0481441514020451,-0.0548325112291781,-0.0666592900416911,-0.0775590835107818,-0.0800917382778712,-0.0710961829628847,-0.0541006372947774,-0.0355801798468469,-0.0186224643307783,-0.00111802167116393,0.0192532060941669,0.0392473820782477,0.0509624683057939,0.0490899348887075,0.0363693181907203,0.0209743756170022,0.00893359212613842,0.0001626814556559,-0.00810986755625032,-0.0155417049144606,-0.0176925430234391,-0.0106754495240582,0.00434781859858457,0.0217564426984833,0.0356842119588978,0.0427229821555475,0.0410500756472776,0.0290557984527682,0.00686494634116741,-0.0206242687048692,-0.0438642526931778,-0.0536954844638142,-0.0472574402001813,-0.0293339733448823,-0.00839309428027413,0.00849370690834461,0.0179726835698946,0.0198961457018563,0.0159142456252996,0.0082051377178638,-0.00131019970499979,-0.0105308803892965,-0.0159071846601859,-0.0131392724162758,-0.00152014501702413,0.0121165927169733,0.0164849424389246,0.00560631863465,-0.0147373849953443,-0.0322194633541877,-0.0397894404538233,-0.0405230899126434
"1012","17",53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0046291784288035,0.00462917842892585,0.00462917842915056,0.00462917842944632,0.00462917842981625,0.00462917843027433,0.00462917843080168,0.00462917843135546,0.00462917843192034,0.00462917843251609,0.00462917843316379,0.00462917843385013,0.00462917843455046,0.00462917843524235,0.00462917843591315,0.00462917843653776,0.00462917843709909,0.0046291784375867,0.00462917843798727,0.00462917843827237,0.0046291784384247,0.00462917843847066,0.00462917843845578,0.00462917843840804,0.00462917843831945,0.00462917843817823,0.00462917843799793,0.0046291784377972,0.00462917843758937,0.00462917843738397,0.00462917843720345,0.00462917843708244,0.0046291784370287
"1013","18",43,1,NA,NA,NA,NA,NA,NA,NA,-0.0267293081068321,-0.0269216806384294,-0.0270993559324302,-0.0269204978474544,-0.0261434140342016,-0.0247412091450332,-0.0228010506125902,-0.0203682536922734,-0.0174406869551686,-0.0141227820455452,-0.0107377337289671,-0.00773412248366179,-0.00546339470154988,-0.00404232471465416,-0.00338977660161466,-0.00332883091919278,-0.00363383074673118,-0.00405230436117132,-0.00439590211722196,-0.00466787518613021,-0.00506501375589186,-0.00577708567522239,-0.00674375407810324,-0.00762648176762348,-0.00805349644540865,-0.00790313595179426,-0.00735184602139372,-0.00668162774452319,-0.00608336925226949,-0.00561479269229981,-0.00523013788300331,-0.00476807796184642,-0.00397849652415472,-0.0027037984282372,-0.00106710204397364,0.000621035079763521,0.00220122958257796,0.00382152413054615,0.00566978633708692,0.00764314225390961,0.00945340161160146,0.0110521166818582,0.0127540456079165,0.0148349942281378,0.0171450118374572,0.0192756703041292,0.0210317242831017,0.0225468622469749,0.0239415140347594,0.0250780297071844,0.0257548354829706,0.0259986390831468
"1014","19",42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.168199936662188,-0.100825915522466,-0.0174739119278429,0.0296284345070705,0.0416856515112278,0.0376312026196766,0.00827945406703479,-0.0503990219595716,-0.0900632218253741,-0.0512558744912015,0.0527767912535858,0.139189474377345,0.147334705581202,0.0880377056846178,-0.00438400263392102,-0.119333361161202,-0.241820320321567,-0.322951433588917
"1015","20",53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0791475286657715,0.0723260524843676,0.057468474370425,0.0398261346020974,0.0287250184416501,0.0240514236216427,0.0123746643770826,-0.0146322280291491,-0.0416560486899775,-0.0411140178413785,-0.00529846939201351,0.0420045063320775,0.070490813584835,0.0714692032069675,0.05382289374787,0.0210968566958394,-0.0308305483579059,-0.0921005033864275,-0.133436473850264
